id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
566,8,14,청담지니,미,거,5세,51,임다빈,박대흥,삼정,500,245.8,31.4,"반가지큰, 망사눈",13-   -   - 12- 12- 12- 12,00:13.9,  ,  ,00:24.5,00:36.1,00:41.9,  ,01:12.6,2021년03월28일(일),흐림,포화,1등급,1200M
567,9,6,개나리송,한,거,5세,52,유승완,박대흥,김원숙,515,13.8,5.2,망사,5-   -   - 4- 5- 5- 8,00:13.3,  ,  ,00:23.6,00:34.8,00:40.6,  ,01:12.7,2021년03월28일(일),흐림,포화,1등급,1200M
568,10,7,오케이퀸,한,암,6세,51,김용근,송문길,박복용,473,202.1,68.6,망사눈,12-   -   - 13- 13- 13- 13,00:13.7,  ,  ,00:24.8,00:36.4,00:42.3,  ,01:12.9,2021년03월28일(일),흐림,포화,1등급,1200M
569,11,12,장산파워,한,수,7세,57,빅투아르,박재우,김병진,516,149.5,22.5,망사눈,14-   -   - 14- 14- 14- 14,00:14.2,  ,  ,00:25.2,00:36.9,00:42.8,  ,01:13.0,2021년03월28일(일),흐림,포화,1등급,1200M
570,12,11,해후,한,수,6세,52,김동수,조현수,김선식,459,57.8,16.3,,10-   -   - 11- 10- 10- 11,00:13.6,  ,  ,00:24.3,00:35.7,00:41.5,  ,01:13.1,2021년03월28일(일),흐림,포화,1등급,1200M
571,13,2,야호스마트캣,한,거,6세,51,우에다,박재우,이태식,477,438.1,12.9,"망사, 반가지큰",2-   -   - 1- 1- 1- 6,00:13.1,  ,  ,00:23.2,00:34.4,00:40.4,  ,01:13.1,2021년03월28일(일),흐림,포화,1등급,1200M
572,14,4,컴플리트스윕,한,수,6세,52,하정훈,조현수,장석영,525,16,3.2,계란형큰,1-   -   - 2- 2- 2- 7,00:13.0,  ,  ,00:23.2,00:34.4,00:40.4,  ,01:13.3,2021년03월28일(일),흐림,포화,1등급,1200M
573,1,8,스테디챔피언,한,수,3세,55.5,신형철,김점오,신우철,511,2.4,1.1,"계란형큰+, 망사",3-   -   - 2- 2- 2- 1,00:13.6,  ,  ,00:37.2,00:50.1,00:56.6,01:14.9,01:27.5,2021년05월15일(토),흐림,다습,국5등급,1400M
574,2,10,베스트타임,한,암,3세,55,송재철,임봉춘,김태성,466,3,1.3,망사눈,7-   -   - 3- 3- 4- 2,00:13.8,  ,  ,00:37.4,00:50.3,00:56.8,01:15.4,01:28.3,2021년05월15일(토),흐림,다습,국5등급,1400M
575,3,6,논스톱위닝,한,거,5세,54,조한별,유재길,태희종합건설,454,24.1,2.2,망사눈,6-   -   - 5- 5- 3- 3,00:13.8,  ,  ,00:37.5,00:50.4,00:56.8,01:15.6,01:28.5,2021년05월15일(토),흐림,다습,국5등급,1400M
576,4,9,마패봉,한,수,6세,51,김아현,지용철,박시용,471,30.9,8.7,망사눈,10-   -   - 8- 9- 6- 5,00:14.2,  ,  ,00:37.8,00:50.6,00:57.0,01:15.9,01:29.0,2021년05월15일(토),흐림,다습,국5등급,1400M
577,5,2,브라보삭스,미,거,4세,57,이현종,이관호,김창식,477,116.9,3.7,망사,8-   -   - 9- 6- 7- 6,00:14.1,  ,  ,00:37.8,00:50.5,00:57.0,01:16.0,01:29.6,2021년05월15일(토),흐림,다습,국5등급,1400M
578,6,4,서던맨,한,거,5세,53.5,장추열,홍대유,이경희,469,13.2,3.6,"양털코,혀끈-",5-   -   - 6- 8- 8- 9,00:13.8,  ,  ,00:37.7,00:50.6,00:57.1,01:16.4,01:29.6,2021년05월15일(토),흐림,다습,국5등급,1400M
579,7,5,가가나,한,수,4세,55,다비드,박재우,이경호,536,4.9,2.2,,2-   -   - 4- 4- 5- 8,00:13.6,  ,  ,00:37.5,00:50.4,00:56.9,01:16.3,01:29.7,2021년05월15일(토),흐림,다습,국5등급,1400M
580,8,7,라오진,한,암,5세,55,김효정,곽영효,최임규,492,29.4,8.5,"계란형큰, 눈가면",1-   -   - 1- 1- 1- 4,00:13.5,  ,  ,00:37.1,00:50.0,00:56.6,01:15.9,01:29.8,2021년05월15일(토),흐림,다습,국5등급,1400M
581,9,3,달려라광산,한,암,6세,53,김동수,구자흥,김한수,483,17.6,8.6,망사,9-   -   - 10- 10- 9- 7,00:14.2,  ,  ,00:37.8,00:50.6,00:57.1,01:16.1,01:29.8,2021년05월15일(토),흐림,다습,국5등급,1400M
582,10,1,더비스트,한,수,4세,53.5,이철경,박병일,한명로,493,23.9,4.2,눈가면,4-   -   - 7- 7- 10- 10,00:13.8,  ,  ,00:37.8,00:50.6,00:57.3,01:16.8,01:30.2,2021년05월15일(토),흐림,다습,국5등급,1400M
583,1,6,만석지기,한,수,5세,52.5,박태종,박종곤,강태구,476,2.4,1.4,망사눈,1- 1- 1- 1- 1- 1- 1,00:13.9,00:19.3,00:31.4,01:07.4,01:14.9,01:22.2,  ,01:54.5,2021년03월28일(일),흐림,포화,국4등급,1800M
584,2,8,정문서미트,한,수,4세,56.5,김정준,홍대유,김재영b,513,5.1,2.3,망사,11- 11- 11- 10- 10- 10- 6,00:15.1,00:20.9,00:33.5,01:09.1,01:16.7,01:24.2,  ,01:55.6,2021년03월28일(일),흐림,포화,국4등급,1800M
585,3,7,밀키셰리,한,암,4세,51,우에다,지용철,금악목장,462,75.4,7.3,,7- 8- 7- 6- 6- 6- 5,00:14.6,00:20.3,00:32.6,01:08.5,01:16.2,01:23.7,  ,01:56.6,2021년03월28일(일),흐림,포화,국4등급,1800M
586,4,11,라온제임스,한,거,5세,52,이혁,안병기,라온산업개발(주),499,6.8,2.2,"계란형큰, 망사눈",6- 5- 6- 4- 4- 4- 4,00:14.1,00:19.9,00:32.1,01:07.7,01:15.2,01:22.8,  ,01:56.9,2021년03월28일(일),흐림,포화,국4등급,1800M
587,5,1,켄터키망치,미,거,4세,52,먼로,강환민,지앤지프로덕션,474,20.6,3.5,"계란형큰, 망사",2- 2- 2- 2- 2- 2- 2,00:14.0,00:19.4,00:31.6,01:07.7,01:15.2,01:22.7,  ,01:57.1,2021년03월28일(일),흐림,포화,국4등급,1800M
588,6,5,우승특기,미,수,6세,57.5,방춘식,배대선,이태인,500,33.1,7,,8- 7- 8- 9- 8- 7- 7,00:14.7,00:20.2,00:32.7,01:08.9,01:16.6,01:23.9,  ,01:57.3,2021년03월28일(일),흐림,포화,국4등급,1800M
589,7,4,낭만스타,한,거,7세,52,이동국,안해양,지원철,520,48.9,3,,9- 10- 10- 7- 9- 9- 8,00:15.0,00:20.8,00:33.0,01:08.7,01:16.6,01:24.0,  ,01:57.4,2021년03월28일(일),흐림,포화,국4등급,1800M
590,8,3,강화총각,한,수,6세,56,문성혁,서인석,서운석,436,59.1,11,"계란형큰, 망사눈",10- 9- 9- 11- 11- 11- 10,00:15.1,00:20.8,00:33.0,01:09.2,01:16.9,01:24.3,  ,01:57.4,2021년03월28일(일),흐림,포화,국4등급,1800M
591,9,2,스트롱벌처,한,거,5세,53,최범현,서범석,이성헌,454,7.9,2,망사눈,3- 3- 3- 3- 3- 3- 3,00:14.0,00:19.4,00:31.6,01:07.7,01:15.2,01:22.7,  ,01:57.5,2021년03월28일(일),흐림,포화,국4등급,1800M
592,10,9,럭키상운,한,수,4세,55,안토니오,박재우,최기영,502,16,6.2,망사눈,4- 4- 5- 5- 5- 5- 9,00:14.0,00:19.7,00:32.1,01:08.3,01:15.9,01:23.7,  ,01:58.2,2021년03월28일(일),흐림,포화,국4등급,1800M
593,11,10,다이아키,한,수,4세,52,김효정,배대선,강종우,468,5.9,2,망사,5- 6- 4- 8- 7- 8- 11,00:14.1,00:20.0,00:32.1,01:08.8,01:16.5,01:24.0,  ,01:59.0,2021년03월28일(일),흐림,포화,국4등급,1800M
594,1,1,행복왕자,미,수,4세,54,김용근,박윤규,이방훈,564,2.2,2.1,"계란형큰, 망사",5- 4- 4- 3- 2- 2- 2,00:14.2,00:19.9,00:32.0,01:08.1,01:15.6,01:22.6,01:40.1,01:52.6,2021년03월28일(일),흐림,포화,2등급,1800M
595,2,6,흥행질주,한,수,4세,52.5,이준철,김대근,고광숙,472,3.9,1,망사눈,1- 1- 1- 1- 1- 1- 1,00:13.8,00:19.5,00:31.5,01:07.7,01:15.5,01:22.6,01:40.1,01:52.8,2021년03월28일(일),흐림,포화,2등급,1800M
596,3,8,마이티수,미,수,4세,52.5,먼로,서홍수,조병태,484,2.8,1.6,"계란형큰, 망사",6- 6- 7- 6- 5- 5- 3,00:14.3,00:20.2,00:32.6,01:08.4,01:16.0,01:23.1,01:41.1,01:53.0,2021년03월28일(일),흐림,포화,2등급,1800M
597,4,7,위너브라운,한,수,5세,54,김정준,최영주,손병현,520,35.2,3.8,망사,2- 3- 3- 4- 4- 4- 4,00:13.9,00:19.7,00:31.9,01:08.2,01:15.9,01:23.0,01:41.1,01:54.1,2021년03월28일(일),흐림,포화,2등급,1800M
598,5,9,거센질주,한,암,4세,51,김동수,이신영,강석대,486,40.6,20.6,"계란형큰, 망사눈",10- 9- 8- 11- 9- 9- 5,00:14.7,00:20.6,00:33.0,01:09.0,01:16.6,01:23.6,01:41.4,01:54.6,2021년03월28일(일),흐림,포화,2등급,1800M
599,6,5,정안킹덤,한,거,7세,52,김옥성,김윤섭,조금제,464,104.1,87.6,,8- 7- 6- 5- 6- 6- 6,00:14.6,00:20.4,00:32.6,01:08.4,01:16.1,01:23.2,01:41.8,01:55.3,2021년03월28일(일),흐림,포화,2등급,1800M
600,7,2,조우니가,미,암,5세,52,조한별,임봉춘,안희철,451,146.8,32.3,,4- 5- 5- 7- 7- 8- 7,00:14.1,00:19.9,00:32.2,01:08.7,01:16.2,01:23.4,01:42.2,01:55.4,2021년03월28일(일),흐림,포화,2등급,1800M
601,8,4,천마,미,거,10세,55.5,우에다,최봉주,조금제,458,161.7,12.9,망사눈,13- 12- 11- 12- 12- 10- 9,00:15.0,00:20.9,00:33.5,01:09.2,01:17.0,01:24.0,01:42.4,01:55.4,2021년03월28일(일),흐림,포화,2등급,1800M
602,9,12,액티몬,미,거,5세,52.5,유승완,박대흥,김호선,489,19.8,2,"계란형큰,망사눈-",12- 13- 12- 13- 13- 13- 12,00:14.8,00:20.9,00:33.6,01:09.2,01:17.0,01:24.4,01:43.1,01:55.8,2021년03월28일(일),흐림,포화,2등급,1800M
603,10,3,금아홀섬,미,거,5세,53.5,문세영,이신영,금아산업(주),509,32.4,3.3,망사,14- 14- 14- 8- 8- 7- 8,00:15.4,00:21.3,00:34.0,01:08.7,01:16.2,01:23.3,01:42.4,01:56.1,2021년03월28일(일),흐림,포화,2등급,1800M
604,11,10,클린업보드,미,수,6세,58,함완식,김동균,씨유네트워크,529,38.2,6.3,망사눈,7- 8- 9- 10- 11- 12- 11,00:14.3,00:20.4,00:33.0,01:08.9,01:16.8,01:24.2,01:43.1,01:56.4,2021년03월28일(일),흐림,포화,2등급,1800M
605,12,13,예상백승,한,암,7세,52,이용호,우창구,이장운,500,604.1,103.2,,9- 11- 13- 14- 14- 14- 14,00:14.6,00:20.7,00:33.8,01:09.5,01:17.4,01:24.9,01:43.6,01:57.0,2021년03월28일(일),흐림,포화,2등급,1800M
606,13,14,블루울프,미,암,6세,51,임다빈,임봉춘,지앤지프로덕션,453,392.2,43.9,망사,3- 2- 2- 2- 3- 3- 10,00:13.9,00:19.5,00:31.6,01:08.0,01:15.6,01:22.9,01:42.8,01:57.3,2021년03월28일(일),흐림,포화,2등급,1800M
607,14,11,구름왕자,한,수,5세,52,문성혁,박병일,박기태,474,420.4,223.1,망사눈,11- 10- 10- 9- 10- 11- 13,00:14.8,00:20.6,00:33.3,01:08.8,01:16.6,01:24.0,01:43.5,01:57.7,2021년03월28일(일),흐림,포화,2등급,1800M
608,1,9,송암캣,한,암,4세,55,박현우,안해양,지원철,432,1867.9,70.1,망사,14-   -   - 13- 13- 13- 9,00:15.1,  ,  ,00:26.9,00:39.0,00:45.4,01:04.0,01:16.7,2021년03월21일(일),흐림,양호,국6등급,1200M
609,2,14,모던베스트,한,암,3세,54.5,김귀배,이희영,베스트샤인조합,439,78.4,3.1,,8-   -   - 5- 4- 3- 2,00:14.0,  ,  ,00:24.9,00:36.8,00:43.0,01:02.4,01:16.7,2021년03월21일(일),흐림,양호,국6등급,1200M
610,3,5,월영이,한,암,4세,55,김정준,홍대유,김정숙,486,1067.4,5.5,,1-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:24.4,00:36.2,00:42.5,01:02.3,01:16.8,2021년03월21일(일),흐림,양호,국6등급,1200M
611,4,4,팬시팬츠,한,암,3세,54.5,송재철,서홍수,윤지중,438,70.9,2.8,,2-   -   - 4- 5- 5- 4,00:13.8,  ,  ,00:24.9,00:37.2,00:43.6,01:03.1,01:17.1,2021년03월21일(일),흐림,양호,국6등급,1200M
612,5,10,방탄여걸,한,암,3세,54.5,조상범,이관호,김태권,417,159,7.7,"계란형큰, 망사",11-   -   - 11- 10- 10- 7,00:14.4,  ,  ,00:26.1,00:38.4,00:44.7,01:03.9,01:17.2,2021년03월21일(일),흐림,양호,국6등급,1200M
613,6,2,매직타이드,한,암,3세,54.5,먼로,서인석,최상기,466,9.5,1.5,,6-   -   - 8- 7- 6- 5,00:14.0,  ,  ,00:25.3,00:37.4,00:43.8,01:03.4,01:17.5,2021년03월21일(일),흐림,양호,국6등급,1200M
614,7,12,강서프린세스,한,암,3세,54.5,안토니오,토니,(주)디알엠씨티,520,1,1.2,"계란형큰, 망사,승인편자+",4-   -   - 2- 2- 2- 3,00:13.8,  ,  ,00:24.4,00:36.2,00:42.6,01:02.6,01:17.5,2021년03월21일(일),흐림,양호,국6등급,1200M
615,8,13,퍼지퀸,한,암,3세,54.5,빅투아르,조현수,김욱수,475,862.1,58.2,망사,13-   -   - 12- 12- 12- 8,00:14.9,  ,  ,00:26.3,00:38.7,00:45.0,01:03.9,01:17.6,2021년03월21일(일),흐림,양호,국6등급,1200M
616,9,1,농본바다,한,암,3세,54.5,김효정,배대선,김용래,479,35.1,2,,5-   -   - 7- 8- 8- 6,00:14.0,  ,  ,00:25.3,00:37.7,00:44.3,01:03.8,01:17.6,2021년03월21일(일),흐림,양호,국6등급,1200M
617,10,3,따뜻한빛,한,암,3세,54.5,신형철,안병기,우태율,438,3735.9,84.1,망사눈,10-   -   - 9- 9- 9- 10,00:14.2,  ,  ,00:25.8,00:38.1,00:44.4,01:04.1,01:18.0,2021년03월21일(일),흐림,양호,국6등급,1200M
618,11,7,마하지존,한,암,3세,54.5,박을운,최용건,장철환,483,11.7,1.6,"계란형큰, 망사",9-   -   - 10- 11- 11- 12,00:14.1,  ,  ,00:25.8,00:38.4,00:44.7,01:04.4,01:18.1,2021년03월21일(일),흐림,양호,국6등급,1200M
619,12,8,위닝투게더,한,암,3세,54.5,유승완,최영주,김창국,460,355.8,50,"계란형큰,망사눈-",12-   -   - 14- 14- 14- 14,00:14.6,  ,  ,00:27.3,00:40.1,00:46.5,01:05.3,01:18.2,2021년03월21일(일),흐림,양호,국6등급,1200M
620,13,6,미스스피드,한,암,3세,54.5,김옥성,김동철,김명식,437,339.6,18.4,,7-   -   - 6- 6- 7- 11,00:14.0,  ,  ,00:25.1,00:37.4,00:43.9,01:04.3,01:19.1,2021년03월21일(일),흐림,양호,국6등급,1200M
621,14,11,원더풀글리터,한,암,4세,55,황순도,임봉춘,지대섭,478,3735.9,65.9,망사,3-   -   - 3- 3- 4- 13,00:13.8,  ,  ,00:24.6,00:36.8,00:43.4,01:05.0,01:22.3,2021년03월21일(일),흐림,양호,국6등급,1200M
622,1,6,이스트임팩트,한,거,3세,56.5,안토니오,박재우,김영구,451,1.1,1.1,망사,1-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:24.7,00:36.5,00:42.6,01:01.7,01:15.8,2021년03월21일(일),흐림,양호,국6등급,1200M
623,2,8,룰즈클래스,한,수,3세,56.5,김정준,김윤섭,지원철,466,31.4,4.5,망사눈,7-   -   - 6- 5- 5- 4,00:14.1,  ,  ,00:25.3,00:37.4,00:43.8,01:02.8,01:16.4,2021년03월21일(일),흐림,양호,국6등급,1200M
624,3,7,블루해머,한,수,3세,56.5,이혁,강환민,이종원,498,15.2,2.4,,13-   -   - 13- 13- 12- 9,00:14.5,  ,  ,00:26.3,00:38.8,00:45.3,01:04.1,01:16.9,2021년03월21일(일),흐림,양호,국6등급,1200M
625,4,3,스위트주스바,한,수,3세,56.5,박을운,이신영,정영식,525,49.1,2,,10-   -   - 12- 12- 11- 8,00:14.3,  ,  ,00:26.2,00:38.8,00:45.3,01:04.0,01:16.9,2021년03월21일(일),흐림,양호,국6등급,1200M
626,5,13,서울데이,한,거,4세,54,임다빈,박희철,조병해,486,101.9,10.6,,6-   -   - 3- 3- 3- 2,00:14.0,  ,  ,00:24.8,00:36.6,00:42.7,01:02.2,01:17.1,2021년03월21일(일),흐림,양호,국6등급,1200M
627,6,1,드림펠라,한,거,3세,56.5,유승완,전승규,드림커뮤니티,485,9.6,1.2,"망사눈, Triabit",2-   -   - 4- 4- 4- 3,00:13.8,  ,  ,00:25.1,00:37.1,00:43.4,01:02.8,01:17.2,2021년03월21일(일),흐림,양호,국6등급,1200M
628,7,2,후이넘,한,수,3세,56.5,함완식,김동균,김영근,497,13.8,4.9,,8-   -   - 5- 6- 6- 6,00:14.2,  ,  ,00:25.3,00:37.5,00:43.9,01:03.2,01:17.6,2021년03월21일(일),흐림,양호,국6등급,1200M
629,8,14,워리어선더,한,거,4세,57,문정균,최봉주,윤지중,485,206.9,9.1,"계란형큰, 눈가면",9-   -   - 9- 7- 7- 7,00:14.2,  ,  ,00:25.6,00:37.6,00:43.9,01:03.3,01:17.9,2021년03월21일(일),흐림,양호,국6등급,1200M
630,9,4,플라잉바비,한,암,4세,55,김효정,안해양,지원철,439,248.8,40.1,"계란형큰, 망사",14-   -   - 14- 14- 13- 13,00:14.7,  ,  ,00:26.5,00:39.0,00:45.6,01:04.8,01:18.0,2021년03월21일(일),흐림,양호,국6등급,1200M
631,10,12,제스트원,한,암,3세,54.5,이준철,김대근,김경민,499,252.5,15.8,,11-   -   - 11- 11- 10- 11,00:14.3,  ,  ,00:25.8,00:38.5,00:44.8,01:04.2,01:18.1,2021년03월21일(일),흐림,양호,국6등급,1200M
632,11,10,헤시안,한,수,3세,56.5,이동국,박병일,신기철,516,67.9,4.9,,5-   -   - 8- 8- 8- 10,00:14.0,  ,  ,00:25.6,00:38.2,00:44.7,01:04.2,01:18.4,2021년03월21일(일),흐림,양호,국6등급,1200M
633,12,11,나도야금,한,수,3세,56.5,김귀배,이희영,이창모,474,150.6,29.2,망사눈,12-   -   - 10- 10- 9- 12,00:14.4,  ,  ,00:25.8,00:38.5,00:44.8,01:04.4,01:18.8,2021년03월21일(일),흐림,양호,국6등급,1200M
634,13,9,위닝질주,한,거,3세,56.5,김옥성,김동철,양순희,447,317.9,8.7,망사,3-   -   - 2- 2- 2- 5,00:13.8,  ,  ,00:24.8,00:36.6,00:42.7,01:03.0,01:19.0,2021년03월21일(일),흐림,양호,국6등급,1200M
635,14,5,새로운파티,한,암,4세,55,신형철,박천서,김재성b,500,250.6,34.5,"눈가면,계란형큰-",4-   -   - 7- 9- 14- 14,00:14.0,  ,  ,00:25.5,00:38.5,00:46.0,01:13.4,01:34.0,2021년03월21일(일),흐림,양호,국6등급,1200M
636,1,8,이스트질주,한,수,3세,53.5,임다빈,정호익,김영구,467,3.3,1.1,눈가면,10-   -   - 6- 5- 4- 2,00:14.1,  ,  ,00:31.1,00:43.6,00:49.9,01:09.0,01:22.5,2021년03월21일(일),맑음,양호,국6등급,1300M
637,2,2,선더챔프,한,수,3세,56.5,함완식,홍대유,최동근,464,6.4,1.6,,1-   -   - 1- 1- 1- 1,00:13.4,  ,  ,00:30.0,00:42.1,00:48.5,01:08.4,01:22.5,2021년03월21일(일),맑음,양호,국6등급,1300M
638,3,6,좋은관계,한,수,3세,56.5,김정준,신삼영,유영준,496,6.1,2.7,망사눈-,8-   -   - 12- 11- 10- 5,00:14.1,  ,  ,00:32.1,00:44.4,00:50.8,01:10.0,01:23.5,2021년03월21일(일),맑음,양호,국6등급,1300M
639,4,3,보고또보고,한,거,4세,57,우에다,임봉춘,김진태a,509,7.1,2.4,망사-,4-   -   - 7- 7- 6- 4,00:13.7,  ,  ,00:31.2,00:43.8,00:50.3,01:10.0,01:24.1,2021년03월21일(일),맑음,양호,국6등급,1300M
640,5,1,승승파워,한,수,3세,56.5,박병윤,박천서,이진경,446,61.8,39.3,"반가지큰, 망사눈, 혀끈",11-   -   - 11- 12- 12- 10,00:14.3,  ,  ,00:32.1,00:44.6,00:51.0,01:10.4,01:24.2,2021년03월21일(일),맑음,양호,국6등급,1300M
641,6,14,빅레드,한,수,3세,56.5,이용호,서인석,홍상기,478,4.6,2.1,자극판,3-   -   - 2- 2- 2- 3,00:13.6,  ,  ,00:30.4,00:42.8,00:49.3,01:09.4,01:24.4,2021년03월21일(일),맑음,양호,국6등급,1300M
642,7,10,리얼콩코드,한,암,3세,54.5,송재철,신삼영,이진경,442,18.8,5.2,망사눈,12-   -   - 10- 9- 9- 9,00:14.4,  ,  ,00:31.7,00:44.1,00:50.6,01:10.4,01:24.4,2021년03월21일(일),맑음,양호,국6등급,1300M
643,8,7,거센질풍,한,수,3세,56.5,안토니오,이신영,강석대,494,12.5,2.1,"계란형큰+, 망사눈",9-   -   - 8- 8- 8- 6,00:14.1,  ,  ,00:31.4,00:43.9,00:50.3,01:10.3,01:24.6,2021년03월21일(일),맑음,양호,국6등급,1300M
644,9,5,로열천지,한,거,4세,57,이동국,박병일,이장호,535,174.3,69.1,계란형큰,13-   -   - 13- 13- 13- 12,00:14.8,  ,  ,00:32.4,00:44.8,00:51.3,01:10.9,01:25.2,2021년03월21일(일),맑음,양호,국6등급,1300M
645,10,9,베스트마루,한,수,3세,56.5,조상범,이관호,베스트샤인조합,464,142.4,69.4,망사눈,5-   -   - 5- 6- 7- 8,00:13.9,  ,  ,00:31.1,00:43.7,00:50.3,01:10.4,01:25.7,2021년03월21일(일),맑음,양호,국6등급,1300M
646,11,13,새내윈,한,수,3세,56.5,최범현,홍대유,문금철,484,11.7,9.7,망사눈,6-   -   - 3- 3- 3- 7,00:13.9,  ,  ,00:30.7,00:43.1,00:49.6,01:10.4,01:25.8,2021년03월21일(일),맑음,양호,국6등급,1300M
647,12,11,문학포리스트,한,수,3세,56.5,빅투아르,박재우,황봉기,494,112.7,29.4,망사눈+,2-   -   - 4- 4- 5- 11,00:13.6,  ,  ,00:30.8,00:43.5,00:50.1,01:10.9,01:27.5,2021년03월21일(일),맑음,양호,국6등급,1300M
648,13,4,슈퍼제니,한,거,4세,57,김옥성,박희철,선우패션,489,215.5,47.4,"계란형큰, 망사눈",7-   -   - 9- 10- 11- 13,00:14.1,  ,  ,00:31.7,00:44.4,00:50.9,01:11.7,01:27.6,2021년03월21일(일),맑음,양호,국6등급,1300M
649,14,12,머니라인,한,수,4세,57,김효정,배대선,박상헌,518,105.3,18.6,망사눈,14-   -   - 14- 14- 14- 14,00:15.7,  ,  ,00:34.1,00:47.1,00:53.8,01:14.4,01:29.9,2021년03월21일(일),맑음,양호,국6등급,1300M
650,1,14,패션드패션,한,암,3세,54.5,문세영,최용건,이미양,434,2.2,1.5,"계란형큰, 망사눈",4-   -   - 4- 4- 4- 1,00:13.6,  ,  ,00:31.0,00:43.8,00:50.2,01:09.0,01:22.3,2021년03월21일(일),맑음,양호,국6등급,1300M
651,2,1,서브에이스,한,암,3세,54.5,먼로,이관호,김정철,452,3.8,1.6,망사-,5-   -   - 3- 3- 3- 4,00:13.7,  ,  ,00:31.0,00:43.7,00:50.2,01:09.6,01:23.0,2021년03월21일(일),맑음,양호,국6등급,1300M
652,3,10,황금달빛,한,암,3세,54.5,정평수,지용철,장석린외1인(신치구),506,96.7,14.6,망사눈,1-   -   - 1- 1- 1- 2,00:13.3,  ,  ,00:30.7,00:43.4,00:50.0,01:09.1,01:23.3,2021년03월21일(일),맑음,양호,국6등급,1300M
653,4,11,그린폭주,한,암,3세,54.5,박을운,홍대유,김재영b,472,11.4,1.5,,2-   -   - 2- 2- 2- 3,00:13.5,  ,  ,00:30.9,00:43.6,00:50.1,01:09.5,01:23.4,2021년03월21일(일),맑음,양호,국6등급,1300M
654,5,2,강화처녀,한,암,4세,54,문성혁,서인석,서운석,429,11.4,3.3,망사눈,12-   -   - 12- 10- 10- 6,00:14.7,  ,  ,00:32.8,00:44.7,00:50.9,01:10.0,01:23.5,2021년03월21일(일),맑음,양호,국6등급,1300M
655,6,12,무적장산,한,암,3세,54.5,빅투아르,강환민,삼정,428,507.2,29.7,,7-   -   - 7- 7- 6- 5,00:14.0,  ,  ,00:31.4,00:44.1,00:50.5,01:09.9,01:23.6,2021년03월21일(일),맑음,양호,국6등급,1300M
656,7,6,히어로스피드,한,암,3세,54.5,조상범,최용건,고재완,447,75.1,5.4,"계란형큰, 망사눈",6-   -   - 5- 5- 5- 7,00:13.9,  ,  ,00:31.3,00:43.9,00:50.5,01:10.4,01:24.4,2021년03월21일(일),맑음,양호,국6등급,1300M
657,8,3,미스양호,한,암,3세,54.5,이혁,전승규,박기태,463,4.2,1.5,"계란형큰, 망사",11-   -   - 11- 11- 11- 9,00:14.5,  ,  ,00:32.6,00:44.8,00:51.2,01:10.8,01:25.0,2021년03월21일(일),맑음,양호,국6등급,1300M
658,9,9,엄청난걸,한,암,3세,54.5,이준철,김대근,고광숙,461,525.5,33.1,,9-   -   - 9- 9- 9- 10,00:14.2,  ,  ,00:31.7,00:44.4,00:50.9,01:10.8,01:25.1,2021년03월21일(일),맑음,양호,국6등급,1300M
659,10,4,야스,한,암,3세,54.5,유승완,김윤섭,조금제,481,411.5,41.8,"망사+,망사눈-",8-   -   - 8- 8- 7- 8,00:14.1,  ,  ,00:31.6,00:44.2,00:50.8,01:10.7,01:25.8,2021년03월21일(일),맑음,양호,국6등급,1300M
660,11,5,엠제이퀸,한,암,3세,54.5,송재철,김동균,박정재,482,12.9,2.4,"계란형큰, 망사눈",3-   -   - 6- 6- 8- 12,00:13.6,  ,  ,00:31.3,00:44.1,00:50.9,01:11.9,01:26.4,2021년03월21일(일),맑음,양호,국6등급,1300M
661,12,13,청담프라이드,한,암,3세,54.5,이용호,서인석,삼정,458,382.6,32.2,,10-   -   - 10- 12- 12- 11,00:14.4,  ,  ,00:32.5,00:45.2,00:51.7,01:11.7,01:26.5,2021년03월21일(일),맑음,양호,국6등급,1300M
662,13,7,트리운포,한,암,3세,54.5,박현우,최용구,선우파워텍(주),502,211.7,35.4,"계란형큰, 망사눈, 혀끈",13-   -   - 13- 13- 13- 13,00:14.8,  ,  ,00:33.5,00:45.8,00:52.2,01:12.2,01:27.8,2021년03월21일(일),맑음,양호,국6등급,1300M
663,14,8,유로아이,한,암,3세,54.5,이해동,배휴준,오상철,454,270.9,75.5,망사눈,14-   -   - 14- 14- 14- 14,00:15.5,  ,  ,00:34.1,00:47.0,00:53.6,01:14.5,01:29.9,2021년03월21일(일),맑음,양호,국6등급,1300M
