id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
432,12,3,당대질주,한,암,4세,52,하정훈,안해양,조성옥,449,267.7,33.4,"계란형큰, 망사눈",10-   -   - 12- 11- 11- 12,00:14.7,  ,  ,00:38.6,00:51.3,00:57.7,  ,01:30.7,2020년11월07일(토),맑음,양호,국5,1400M
433,1,10,마이티고,미,거,3세,54,함완식,서홍수,조병태,474,3.5,2.1,"계란형큰, 망사",2-   -   - 2- 2- 2- 1,00:13.2,  ,  ,00:35.1,00:46.9,00:52.9,  ,01:24.8,2020년11월07일(토),맑음,양호,국2,1400M
434,2,12,레전드스톰,한,수,3세,52,장추열,정호익,양순희,537,3.1,1.3,,1-   -   - 1- 1- 1- 2,00:13.1,  ,  ,00:35.0,00:46.8,00:52.8,  ,01:25.7,2020년11월07일(토),맑음,양호,국2,1400M
435,3,4,대군천하,미,수,4세,55,안토니오,최용구,표종진,567,21.7,3.1,"반가지큰, 눈가면",3-   -   - 3- 3- 3- 3,00:13.3,  ,  ,00:35.2,00:47.0,00:53.0,  ,01:25.8,2020년11월07일(토),맑음,양호,국2,1400M
436,4,6,왕벚꽃,미,거,4세,58,김용근,박대흥,김원숙,529,3.6,1.7,"계란형큰, 망사",6-   -   - 5- 4- 4- 4,00:13.7,  ,  ,00:35.5,00:47.5,00:53.6,  ,01:26.0,2020년11월07일(토),맑음,양호,국2,1400M
437,5,2,플라잉포드,미,수,4세,57,송재철,강환민,김형순,525,11.7,2.2,망사,4-   -   - 4- 5- 5- 5,00:13.6,  ,  ,00:35.5,00:47.6,00:54.0,  ,01:27.3,2020년11월07일(토),맑음,양호,국2,1400M
438,6,9,불멸의제왕,미,거,5세,52,박현우,최용구,이영해,480,110.5,7.9,계란형큰,9-   -   - 10- 11- 11- 9,00:13.9,  ,  ,00:36.8,00:49.5,00:55.8,  ,01:27.4,2020년11월07일(토),맑음,양호,국2,1400M
439,7,5,팔팔빅토리,한,거,5세,52,다비드,박윤규,박덕희,506,65.7,8,망사눈,10-   -   - 9- 9- 9- 7,00:14.1,  ,  ,00:36.7,00:48.9,00:55.1,  ,01:27.6,2020년11월07일(토),맑음,양호,국2,1400M
440,8,1,역전의우승,미,거,6세,51,임다빈,우창구,우만식,464,149.3,30.7,망사눈,5-   -   - 6- 6- 6- 6,00:13.7,  ,  ,00:35.6,00:47.9,00:54.2,  ,01:27.8,2020년11월07일(토),맑음,양호,국2,1400M
441,9,11,선더블레이드,미,거,4세,57,조상범,강환민,김형란,477,47.9,7,"반가지큰, 망사눈",12-   -   - 12- 12- 12- 10,00:14.8,  ,  ,00:37.8,00:49.9,00:56.1,  ,01:28.4,2020년11월07일(토),맑음,양호,국2,1400M
442,10,3,천마,미,거,9세,56.5,김옥성,최봉주,조금제,452,79.6,10.1,망사눈,11-   -   - 11- 10- 10- 11,00:14.3,  ,  ,00:37.5,00:49.4,00:55.4,  ,01:28.6,2020년11월07일(토),맑음,양호,국2,1400M
443,11,8,세명기상,한,수,4세,51.5,김동수,신삼영,이기철,505,47.7,4.6,,8-   -   - 8- 8- 7- 8,00:13.7,  ,  ,00:36.3,00:48.6,00:54.8,  ,01:29.1,2020년11월07일(토),맑음,양호,국2,1400M
444,12,7,문학아리아리,미,수,4세,57.5,이혁,박종곤,황봉기,484,7,2.6,망사눈,7-   -   - 7- 7- 8- 12,00:13.7,  ,  ,00:36.0,00:48.5,00:55.0,  ,01:33.6,2020년11월07일(토),맑음,양호,국2,1400M
445,1,2,행복왕자,미,수,3세,55,김용근,박윤규,이방훈,548,1.9,1.4,"계란형큰, 망사",5- 4- 4- 6- 6- 6- 1,00:14.8,00:20.7,00:33.2,01:11.1,01:19.0,01:26.3,  ,01:57.7,2020년11월07일(토),맑음,양호,혼3,1800M
446,2,3,플래시제트,미,수,4세,54,빅투아르,리카디,남기태,502,8.4,2.1,"망사,혀끈+",8- 8- 8- 8- 9- 7- 3,00:15.0,00:21.2,00:33.8,01:11.3,01:19.3,01:26.5,  ,01:58.7,2020년11월07일(토),맑음,양호,혼3,1800M
447,3,6,케미블루,미,수,4세,54,다비드,서정하,길용우,519,61.9,4.1,,4- 5- 6- 9- 8- 8- 4,00:14.7,00:20.7,00:33.5,01:11.3,01:19.2,01:26.5,  ,01:58.9,2020년11월07일(토),맑음,양호,혼3,1800M
448,4,9,수리수리마,미,암,3세,53,송재철,강환민,서창식,476,4.2,2,망사눈,6- 6- 5- 4- 3- 3- 2,00:14.8,00:20.8,00:33.2,01:10.7,01:18.6,01:26.1,  ,01:59.2,2020년11월07일(토),맑음,양호,혼3,1800M
449,5,1,말리부진저,미,거,5세,57,박병윤,이신영,정영식,488,21.6,6.2,망사,11- 11- 10- 10- 10- 10- 8,00:15.6,00:21.8,00:34.6,01:11.7,01:19.5,01:27.0,  ,01:59.8,2020년11월07일(토),맑음,양호,혼3,1800M
450,6,10,미스터터너,미,거,5세,57,신형철,김점오,이선호,483,73.2,15.6,"반가지큰, 망사눈",9- 10- 9- 5- 5- 4- 5,00:15.3,00:21.5,00:34.5,01:11.0,01:18.7,01:26.2,  ,01:59.9,2020년11월07일(토),맑음,양호,혼3,1800M
451,7,7,킹즈워리어,미,수,6세,57,조재로,심승태,김지훈,484,164.1,51.7,계란형큰,10- 9- 11- 12- 11- 11- 10,00:15.4,00:21.5,00:34.6,01:11.8,01:19.5,01:27.0,  ,02:00.4,2020년11월07일(토),맑음,양호,혼3,1800M
452,8,11,문학엠파이어,미,수,3세,54,장추열,정호익,권경자,540,6.5,2.2,,12- 12- 12- 11- 12- 12- 11,00:16.0,00:22.2,00:35.3,01:11.7,01:19.5,01:27.0,  ,02:00.4,2020년11월07일(토),맑음,양호,혼3,1800M
453,9,5,콜윈,미,거,4세,56,최범현,박종곤,이미양,489,18.3,3.4,"망사눈, 승인편자",1- 1- 2- 2- 2- 2- 6,00:14.2,00:19.9,00:32.6,01:10.5,01:18.3,01:25.8,  ,02:00.5,2020년11월07일(토),맑음,양호,혼3,1800M
454,10,8,글로벌에이스,미,수,3세,54,김동수,최상식,장재형,526,30.9,1.6,혀끈,3- 3- 3- 3- 4- 5- 9,00:14.5,00:20.3,00:33.0,01:10.7,01:18.7,01:26.3,  ,02:00.8,2020년11월07일(토),맑음,양호,혼3,1800M
455,11,12,대군의창,미,수,4세,57,안토니오,박병일,표종순,471,33,6.8,"계란형큰, 망사, 승인편자",7- 7- 7- 7- 7- 9- 12,00:14.8,00:20.9,00:33.7,01:11.2,01:19.1,01:26.6,  ,02:01.3,2020년11월07일(토),맑음,양호,혼3,1800M
456,12,4,번개라이언,미,수,7세,56,김옥성,서정하,변영남,495,103.4,24.9,,2- 2- 1- 1- 1- 1- 7,00:14.3,00:20.0,00:32.5,01:10.4,01:18.2,01:25.7,  ,02:01.4,2020년11월07일(토),맑음,양호,혼3,1800M
457,1,12,엠제이퀸,한,암,2세,53,박현우,김동균,박정재,481,2.5,1,망사눈,2-   -   - 2- 2- 2- 1,00:13.6,  ,  ,00:24.4,00:36.4,00:42.6,  ,01:16.3,2020년11월01일(일),비,건조,국6,1200M
458,2,9,햇빛향기,한,암,3세,54,조한별,김윤섭,지원철,419,22.3,3,눈가면,1-   -   - 1- 1- 1- 2,00:13.6,  ,  ,00:24.3,00:36.2,00:42.6,  ,01:16.5,2020년11월01일(일),비,건조,국6,1200M
459,3,11,서브에이스,한,암,2세,53,빅투아르,이관호,김정철,462,5.5,1.4,망사,4-   -   - 4- 4- 4- 4,00:13.7,  ,  ,00:24.8,00:36.9,00:43.2,  ,01:17.4,2020년11월01일(일),비,건조,국6,1200M
460,4,6,블루비치,한,암,2세,53,조상범,강환민,이종원,450,73.8,9.4,망사,9-   -   - 10- 10- 10- 7,00:14.1,  ,  ,00:25.9,00:38.5,00:45.0,  ,01:17.6,2020년11월01일(일),비,건조,국6,1200M
461,5,7,베가킹,한,수,3세,56,김효정,배대선,김정두,444,2.8,3.4,"계란형큰+, 망사",13-   -   - 13- 12- 12- 11,00:14.7,  ,  ,00:26.2,00:38.9,00:45.4,  ,01:17.8,2020년11월01일(일),비,건조,국6,1200M
462,6,5,블루카이저,한,암,2세,53,장추열,정호익,임동현,464,7.4,1.4,,3-   -   - 3- 3- 3- 3,00:13.7,  ,  ,00:24.7,00:36.5,00:42.9,  ,01:18.0,2020년11월01일(일),비,건조,국6,1200M
463,7,4,슈프림위너,한,수,2세,55,이현종,최영주,손병철,458,98.2,13.8,계란형큰+,6-   -   - 9- 11- 11- 10,00:13.9,  ,  ,00:25.9,00:38.8,00:45.3,  ,01:18.1,2020년11월01일(일),비,건조,국6,1200M
464,8,14,마하조던,한,암,2세,53,김정준,심승태,장철환,431,132.6,22.2,"계란형큰, 망사",11-   -   - 11- 8- 8- 6,00:14.4,  ,  ,00:25.9,00:38.0,00:44.3,  ,01:18.4,2020년11월01일(일),비,건조,국6,1200M
465,9,10,송암캣,한,암,3세,54,이동진,안해양,지원철,450,22.9,4.5,망사,14-   -   - 8- 7- 5- 5,00:14.9,  ,  ,00:25.8,00:37.7,00:43.8,  ,01:18.8,2020년11월01일(일),비,건조,국6,1200M
466,10,8,위닝메이커,한,암,2세,53,김옥성,조현수,김갑수,467,118.6,18.9,"계란형큰+,망사+",7-   -   - 7- 9- 9- 8,00:13.9,  ,  ,00:25.7,00:38.2,00:44.7,  ,01:18.8,2020년11월01일(일),비,건조,국6,1200M
467,11,1,과천신세계,한,암,2세,53,권석원,신삼영,김성진,462,73.3,11.1,"계란형큰, 망사눈",12-   -   - 14- 14- 14- 13,00:14.6,  ,  ,00:26.3,00:39.3,00:45.8,  ,01:19.0,2020년11월01일(일),비,건조,국6,1200M
468,12,13,인디라이트,한,암,2세,53,송재철,최상식,변갑한,482,106.6,31,망사+,8-   -   - 6- 6- 6- 9,00:13.9,  ,  ,00:25.6,00:37.7,00:44.0,  ,01:19.0,2020년11월01일(일),비,건조,국6,1200M
469,13,3,천지운행,한,수,2세,55,박을운,김동철,조창석,503,149.1,46.8,,5-   -   - 5- 5- 7- 12,00:13.8,  ,  ,00:25.4,00:37.7,00:44.1,  ,01:20.0,2020년11월01일(일),비,건조,국6,1200M
470,14,2,쇼미더선더,한,거,2세,54,문성혁,박종곤,이웅열,490,66.7,10.8,망사눈,10-   -   - 12- 13- 13- 14,00:14.3,  ,  ,00:26.1,00:39.3,00:45.8,  ,01:20.3,2020년11월01일(일),비,건조,국6,1200M
471,1,14,큐피드포인트,한,암,2세,53,이혁,김동철,서순배,493,13,2.9,망사,2-   -   - 2- 2- 2- 1,00:13.5,  ,  ,00:24.1,00:36.0,00:42.1,  ,01:14.6,2020년11월01일(일),흐림,건조,국6,1200M
472,2,13,로열로드,한,수,2세,55,김용근,안병기,손병현,502,18.5,7.7,망사눈,9-   -   - 4- 4- 4- 5,00:14.2,  ,  ,00:24.8,00:36.7,00:43.0,  ,01:15.4,2020년11월01일(일),흐림,건조,국6,1200M
473,3,12,마하지존,한,암,2세,53,문세영,최용건,장철환,476,3.9,1.2,"계란형큰+, 망사",1-   -   - 1- 1- 1- 2,00:13.5,  ,  ,00:24.0,00:35.9,00:42.1,  ,01:15.5,2020년11월01일(일),흐림,건조,국6,1200M
474,4,7,에이원퀸,한,암,2세,53,이동진,박대흥,임영수,479,34.2,3.7,"계란형큰+,망사+",3-   -   - 3- 3- 3- 3,00:13.8,  ,  ,00:24.6,00:36.4,00:42.6,  ,01:15.7,2020년11월01일(일),흐림,건조,국6,1200M
475,5,3,런던스피드,한,암,2세,53,박을운,안해양,임흥호,480,2.2,1.3,,4-   -   - 5- 5- 5- 4,00:13.9,  ,  ,00:25.1,00:37.1,00:43.4,  ,01:16.1,2020년11월01일(일),흐림,건조,국6,1200M
476,6,6,에이스댄싱,한,암,3세,54,지하주,최영주,김순건,483,27.7,3.3,,7-   -   - 7- 7- 7- 6,00:14.2,  ,  ,00:25.3,00:37.3,00:43.6,  ,01:16.6,2020년11월01일(일),흐림,건조,국6,1200M
477,7,8,화이트트레인,한,수,2세,55,우에다,강성오,홍종운,490,201.6,35.8,"반가지큰, 망사눈",12-   -   - 10- 9- 11- 7,00:14.4,  ,  ,00:25.6,00:37.8,00:44.2,  ,01:16.8,2020년11월01일(일),흐림,건조,국6,1200M
478,8,9,금아스위프트,한,수,2세,55,송재철,이관호,금아산업(주),520,3.7,1.4,"계란형큰,망사눈+,망사-",10-   -   - 11- 11- 9- 9,00:14.3,  ,  ,00:25.6,00:38.1,00:44.1,  ,01:16.9,2020년11월01일(일),흐림,건조,국6,1200M
479,9,1,카우보이탱고,한,수,2세,55,신형철,최상식,임동현,500,55.1,11,,14-   -   - 14- 13- 10- 11,00:15.0,  ,  ,00:26.2,00:38.2,00:44.1,  ,01:17.6,2020년11월01일(일),흐림,건조,국6,1200M
480,10,2,센아이,한,수,2세,55,조한별,임봉춘,금악목장,510,53.8,6.7,"계란형큰,눈가면-",13-   -   - 13- 12- 13- 12,00:14.5,  ,  ,00:26.0,00:38.2,00:44.5,  ,01:17.7,2020년11월01일(일),흐림,건조,국6,1200M
481,11,11,러닝넘버원,한,수,2세,55,김효정,배대선,(주)디알엠씨티,472,542.8,56.4,망사,5-   -   - 6- 6- 6- 8,00:14.0,  ,  ,00:25.1,00:37.1,00:43.4,  ,01:17.8,2020년11월01일(일),흐림,건조,국6,1200M
482,12,10,미소가득,한,암,3세,54,박현우,곽영효,양수화,451,112.7,14.8,,8-   -   - 8- 8- 8- 10,00:14.2,  ,  ,00:25.3,00:37.3,00:43.6,  ,01:18.6,2020년11월01일(일),흐림,건조,국6,1200M
483,13,5,라온울프,한,암,2세,53,조재로,박종곤,라온건설,458,170.5,52.7,,11-   -   - 12- 14- 14- 14,00:14.4,  ,  ,00:25.8,00:38.4,00:45.0,  ,01:19.0,2020년11월01일(일),흐림,건조,국6,1200M
484,14,4,달빛타고,한,암,2세,50,김아현,지용철,김종식,432,458.2,41,,6-   -   - 9- 10- 12- 13,00:14.2,  ,  ,00:25.5,00:37.9,00:44.4,  ,01:19.2,2020년11월01일(일),흐림,건조,국6,1200M
485,1,5,삼정타퍼즈,한,거,3세,55,문성혁,서인석,김형란,479,40.4,5,"자극판+,계란형큰-",4-   -   - 5- 6- 5- 2,00:13.7,  ,  ,00:24.9,00:37.2,00:43.4,01:02.0,01:15.3,2020년11월01일(일),흐림,건조,국6,1200M
486,2,8,고웰,한,수,3세,56,김정준,최영주,퓨리나코리아,466,8.8,1.8,망사눈,11-   -   - 10- 8- 7- 4,00:14.3,  ,  ,00:25.5,00:37.5,00:43.8,01:02.3,01:15.4,2020년11월01일(일),흐림,건조,국6,1200M
487,3,10,댄싱위드유,한,암,2세,53,임기원,박재우,서창식,448,1.5,1.3,망사+,1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:24.5,00:36.6,00:43.0,01:02.0,01:15.8,2020년11월01일(일),흐림,건조,국6,1200M
488,4,3,런던히트,한,암,3세,54,김귀배,안해양,임흥호,467,15.9,9.7,혀보정큰,3-   -   - 3- 4- 4- 3,00:13.7,  ,  ,00:24.8,00:37.0,00:43.4,01:02.3,01:15.8,2020년11월01일(일),흐림,건조,국6,1200M
489,5,4,포에버원,한,암,3세,54,송재철,박종곤,한종희,474,6.1,2.1,망사눈,6-   -   - 8- 9- 9- 6,00:13.8,  ,  ,00:25.1,00:37.5,00:43.8,01:02.6,01:16.3,2020년11월01일(일),흐림,건조,국6,1200M
490,6,9,초원의기적,한,암,3세,54,김효정,우창구,조홍구,439,88.9,8,,10-   -   - 12- 12- 12- 13,00:14.0,  ,  ,00:25.5,00:38.1,00:44.5,01:03.5,01:16.7,2020년11월01일(일),흐림,건조,국6,1200M
491,7,6,런히어로,한,수,2세,55,문세영,송문길,박복용,482,16.4,1.7,망사+,7-   -   - 9- 11- 13- 10,00:13.8,  ,  ,00:25.2,00:38.0,00:44.6,01:03.5,01:17.0,2020년11월01일(일),흐림,건조,국6,1200M
492,8,7,대산특급,한,수,2세,55,박상우,구자흥,말사모,450,27.3,3.3,"반가지큰, 망사눈",14-   -   - 14- 14- 14- 14,00:15.3,  ,  ,00:27.0,00:39.1,00:45.3,01:04.1,01:17.2,2020년11월01일(일),흐림,건조,국6,1200M
493,9,12,명진볼트,한,거,3세,56,우에다,임봉춘,정은섭,475,315.3,81.1,,13-   -   - 13- 13- 11- 9,00:14.8,  ,  ,00:26.2,00:38.2,00:44.5,01:03.5,01:17.3,2020년11월01일(일),흐림,건조,국6,1200M
494,10,13,퀸라이언,한,암,3세,54,함완식,김동균,신우철,449,17.4,2.6,"계란형큰, 망사눈",2-   -   - 2- 2- 2- 5,00:13.6,  ,  ,00:24.6,00:36.7,00:43.1,01:02.6,01:17.4,2020년11월01일(일),흐림,건조,국6,1200M
495,11,11,위캔두잇,한,수,2세,55,안효리,배대선,이미경,479,165.6,27.8,망사+,12-   -   - 11- 10- 10- 12,00:14.3,  ,  ,00:25.5,00:37.6,00:44.3,01:03.5,01:17.5,2020년11월01일(일),흐림,건조,국6,1200M
496,12,14,럭셔리골드,한,암,3세,54,권석원,신삼영,김은갑,481,260.2,100.4,"망사+,망사눈-",8-   -   - 4- 3- 3- 7,00:13.8,  ,  ,00:24.8,00:36.8,00:43.2,01:02.9,01:17.6,2020년11월01일(일),흐림,건조,국6,1200M
497,13,2,울트라킹,한,거,2세,55,조상범,안병기,조명식,479,103.8,6.9,망사눈,9-   -   - 7- 7- 8- 8,00:13.9,  ,  ,00:25.1,00:37.4,00:43.8,01:03.4,01:18.1,2020년11월01일(일),흐림,건조,국6,1200M
498,14,1,새내황제,한,수,2세,55,김옥성,홍대유,문금철,452,80.6,16.4,망사눈+,5-   -   - 6- 5- 6- 11,00:13.8,  ,  ,00:25.1,00:37.2,00:43.6,01:03.5,01:18.4,2020년11월01일(일),흐림,건조,국6,1200M
499,1,14,천마투데이,한,암,2세,53,김효정,배대선,박웅진,447,4.5,2.3,"망사,계란형큰-",1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:24.5,00:36.8,00:43.1,  ,01:14.1,2020년11월01일(일),비,건조,국6,1200M
500,2,11,회두령,한,수,2세,55,임기원,박재우,권태석,484,7.4,2.6,망사,5-   -   - 4- 4- 5- 2,00:13.8,  ,  ,00:24.9,00:37.0,00:43.4,  ,01:15.4,2020년11월01일(일),비,건조,국6,1200M
501,3,3,바이스로이,한,수,2세,55,김덕현,임봉춘,김진태a,480,4.4,1.4,망사,2-   -   - 3- 3- 4- 3,00:13.6,  ,  ,00:24.7,00:37.0,00:43.4,  ,01:16.3,2020년11월01일(일),비,건조,국6,1200M
502,4,4,라온더타이거,한,수,2세,55,이혁,박종곤,라온산업개발(주),467,41.7,6.7,망사눈,3-   -   - 5- 7- 7- 6,00:13.7,  ,  ,00:25.1,00:37.4,00:43.8,  ,01:16.7,2020년11월01일(일),비,건조,국6,1200M
503,5,9,히어로스피드,한,암,2세,53,조상범,최용건,고재완,459,352.1,32.2,"계란형큰, 망사",7-   -   - 6- 8- 8- 8,00:13.9,  ,  ,00:25.1,00:37.4,00:43.8,  ,01:17.1,2020년11월01일(일),비,건조,국6,1200M
504,6,10,엠제이스톰,한,수,2세,55,송재철,김동균,박정재,519,1.9,1.1,망사눈,10-   -   - 7- 5- 3- 4,00:14.0,  ,  ,00:25.1,00:37.0,00:43.3,  ,01:17.2,2020년11월01일(일),비,건조,국6,1200M
505,7,12,원더풀파워,한,수,3세,56,함완식,손영표,김은갑,493,17.3,1.5,망사,13-   -   - 11- 11- 11- 9,00:14.4,  ,  ,00:25.5,00:37.9,00:44.3,  ,01:17.7,2020년11월01일(일),비,건조,국6,1200M
506,8,7,블랙와일드,한,거,2세,55,김귀배,이희영,허영희,423,215.3,51.6,,9-   -   - 9- 9- 9- 10,00:14.0,  ,  ,00:25.2,00:37.7,00:44.1,  ,01:17.9,2020년11월01일(일),비,건조,국6,1200M
507,9,13,스마트파워,한,수,2세,55,김정준,송문길,김은갑,462,162.3,22.8,망사,11-   -   - 8- 6- 6- 7,00:14.0,  ,  ,00:25.1,00:37.0,00:43.4,  ,01:18.0,2020년11월01일(일),비,건조,국6,1200M
508,10,6,페더럴윈,한,암,2세,53,장추열,정호익,금악목장,483,56.7,7.2,눈가면,6-   -   - 10- 10- 10- 11,00:13.9,  ,  ,00:25.2,00:37.9,00:44.3,  ,01:18.2,2020년11월01일(일),비,건조,국6,1200M
509,11,8,텐스타,한,암,2세,53,우에다,김동철,김선식,473,182.2,18.6,,14-   -   - 14- 13- 12- 12,00:14.6,  ,  ,00:26.2,00:38.6,00:45.0,  ,01:18.3,2020년11월01일(일),비,건조,국6,1200M
510,12,5,찐이야,한,수,2세,55,빅투아르,서홍수,이혜란,490,195.2,29.2,망사눈,4-   -   - 2- 2- 2- 5,00:13.7,  ,  ,00:24.6,00:36.9,00:43.2,  ,01:18.3,2020년11월01일(일),비,건조,국6,1200M
511,13,2,위닝투게더,한,암,2세,53,이현종,최영주,김창국,471,51.1,7,,8-   -   - 12- 12- 13- 13,00:14.0,  ,  ,00:25.6,00:38.4,00:45.1,  ,01:18.9,2020년11월01일(일),비,건조,국6,1200M
512,14,1,마에스트로,한,수,2세,55,권석원,박희철,우동희,471,413.6,96.2,망사+,12-   -   - 13- 14- 14- 14,00:14.3,  ,  ,00:25.9,00:38.9,00:46.0,  ,01:21.7,2020년11월01일(일),비,건조,국6,1200M
513,1,7,다울퀸,한,암,2세,53,부민호,최용건,김봉겸,490,9.7,1.6,계란형큰+,3-   -   - 3- 3- 2- 2,00:13.6,  ,  ,00:24.4,00:36.4,00:42.6,01:01.4,01:14.8,2020년11월01일(일),흐림,건조,국6,1200M
514,2,12,폭스파워,한,수,2세,55,문세영,구자흥,말사모,483,1.5,1.2,,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:24.1,00:36.2,00:42.5,01:01.4,01:15.2,2020년11월01일(일),흐림,건조,국6,1200M
515,3,1,천해강자,한,거,4세,56,장추열,정호익,양순희,501,4,1.7,계란형큰,11-   -   - 9- 8- 8- 4,00:14.0,  ,  ,00:24.8,00:36.9,00:43.4,01:02.2,01:15.3,2020년11월01일(일),흐림,건조,국6,1200M
516,4,8,리멤버웬,한,암,3세,54,조한별,리카디,함춘,481,16.8,2.4,망사,6-   -   - 5- 6- 5- 5,00:13.7,  ,  ,00:24.5,00:36.7,00:43.0,01:02.2,01:15.5,2020년11월01일(일),흐림,건조,국6,1200M
517,5,13,레드파인,한,암,3세,54,함완식,곽영효,강균호,487,56.6,10.3,,8-   -   - 6- 4- 3- 3,00:13.8,  ,  ,00:24.5,00:36.4,00:42.6,01:01.9,01:15.9,2020년11월01일(일),흐림,건조,국6,1200M
518,6,11,독도사랑,한,암,3세,54,송재철,송문길,황영금,518,21.9,2.5,,13-   -   - 12- 11- 10- 6,00:14.3,  ,  ,00:25.1,00:37.4,00:43.6,01:02.5,01:16.0,2020년11월01일(일),흐림,건조,국6,1200M
519,7,4,나우퀸,한,암,3세,54,하정훈,안해양,최동근,515,81.3,21.8,계란형큰+,4-   -   - 4- 5- 6- 7,00:13.7,  ,  ,00:24.5,00:36.7,00:43.1,01:02.6,01:16.5,2020년11월01일(일),흐림,건조,국6,1200M
520,8,6,발리스타,한,거,4세,56,이동진,이희영,(주)늘푸른목장,460,67.4,6.8,망사,5-   -   - 7- 7- 7- 8,00:13.7,  ,  ,00:24.6,00:36.8,00:43.3,01:02.6,01:16.7,2020년11월01일(일),흐림,건조,국6,1200M
521,9,3,쿨프린세스,한,암,2세,53,권석원,임채덕,이용대,486,128.8,33.8,계란형큰+,9-   -   - 10- 10- 11- 10,00:13.9,  ,  ,00:25.0,00:37.4,00:43.9,01:03.4,01:17.3,2020년11월01일(일),흐림,건조,국6,1200M
522,10,5,청운지벽,한,암,3세,54,이기회,김동균,이월희,497,58.3,5.7,,2-   -   - 2- 2- 4- 9,00:13.4,  ,  ,00:24.3,00:36.4,00:42.9,01:03.1,01:18.2,2020년11월01일(일),흐림,건조,국6,1200M
523,11,9,효마루,한,암,3세,54,박병윤,조현수,유영준,477,176.2,13.2,망사,12-   -   - 13- 13- 13- 12,00:14.3,  ,  ,00:25.5,00:38.3,00:44.7,01:04.0,01:18.2,2020년11월01일(일),흐림,건조,국6,1200M
524,12,14,명마타임,한,수,3세,52,김아현,신삼영,조창석,535,106.2,35.1,망사+,10-   -   - 8- 9- 9- 11,00:13.9,  ,  ,00:24.7,00:36.9,00:43.4,01:03.4,01:18.3,2020년11월01일(일),흐림,건조,국6,1200M
525,13,2,라온더삭스,한,암,2세,53,이혁,박종곤,라온산업개발(주),452,43.3,4.8,망사눈,7-   -   - 11- 12- 12- 13,00:13.8,  ,  ,00:25.1,00:38.1,00:44.7,01:04.6,01:19.7,2020년11월01일(일),흐림,건조,국6,1200M
526,14,10,시시뮤직,한,수,2세,55,김효정,배대선,이미경,479,125.9,16.5,망사,14-   -   - 14- 14- 14- 14,00:16.7,  ,  ,00:28.3,00:40.6,00:47.0,01:06.6,01:20.0,2020년11월01일(일),흐림,건조,국6,1200M
527,1,13,로드란,한,암,3세,55,문세영,안해양,표종순,493,7.2,2,계란형큰,2-   -   - 2- 2- 2- 1,00:13.3,  ,  ,00:24.0,00:35.7,00:41.7,  ,01:13.3,2020년11월01일(일),비,양호,국5,1200M
528,2,2,파란왕자,한,수,3세,56,김용근,박병일,박기태,460,12.1,2.7,"계란형큰, 눈가면",3-   -   - 4- 3- 3- 3,00:13.5,  ,  ,00:24.3,00:36.0,00:42.0,  ,01:14.0,2020년11월01일(일),비,양호,국5,1200M
529,3,1,원더풀라이트,한,암,3세,54,이혁,최상식,변갑한,474,6.5,2.2,,7-   -   - 7- 5- 5- 4,00:13.8,  ,  ,00:24.6,00:36.3,00:42.4,  ,01:14.3,2020년11월01일(일),비,양호,국5,1200M
530,4,11,좋은걸,한,암,2세,53,이준철,김대근,임동현,449,2.7,1.9,,1-   -   - 1- 1- 1- 2,00:13.2,  ,  ,00:23.8,00:35.6,00:41.6,  ,01:14.3,2020년11월01일(일),비,양호,국5,1200M
531,5,12,라오진,한,암,4세,51,김아현,곽영효,최임규,479,26.8,2.6,"계란형큰, 눈가면",13-   -   - 13- 13- 13- 8,00:14.2,  ,  ,00:25.3,00:37.3,00:43.2,  ,01:14.8,2020년11월01일(일),비,양호,국5,1200M
532,6,7,패밀리파크,한,암,4세,52,박현우,김동균,류재욱,437,40.9,8,망사,12-   -   - 12- 12- 12- 7,00:14.1,  ,  ,00:25.3,00:37.3,00:43.2,  ,01:15.4,2020년11월01일(일),비,양호,국5,1200M
533,7,6,포트스원,한,암,2세,52,문성혁,서인석,조창규,490,9.2,3.4,눈가면,5-   -   - 6- 8- 7- 5,00:13.5,  ,  ,00:24.5,00:36.5,00:42.5,  ,01:15.4,2020년11월01일(일),비,양호,국5,1200M
534,8,9,실버디자인,한,암,5세,52,조한별,김동철,양순희,418,70.7,6.6,"계란형큰, 망사눈",10-   -   - 11- 11- 11- 11,00:14.0,  ,  ,00:25.1,00:37.0,00:43.2,  ,01:15.4,2020년11월01일(일),비,양호,국5,1200M
535,9,4,시베리아,한,암,3세,53,김정준,김윤섭,조금제,442,200,96.3,계란형큰,11-   -   - 10- 7- 8- 6,00:14.1,  ,  ,00:24.9,00:36.5,00:42.6,  ,01:16.0,2020년11월01일(일),비,양호,국5,1200M
